,original_triple,SubjectCQ,PropertyCQ,ObjectCQ,Theme
0,Trinitatiskapel is located on the street Blindeliedengasthuissteeg.,What is the name of the street that is located on the street Blindeliedengasthuissteeg?,Where is Trinitatiskapel located?,Where is Trinitatiskapel located?,Building
0,Cormier House is located on the street Pine Avenue.,What is the name of the house on Pine Avenue?,Where is Cormier House?,Where is Cormier House located?,Building
0,Hofstede Helwijk is located on the street Helsedijk.,What is the name of the street that is located on Helsedijk?,Where is Hofstede Helwijk?,Hofstede Helwijk is located on what street?,Building
0,Eenvoudig pand onder zadeldak tussen topgevels is located on street F.Hokwerdastrjitte.,What is located on street F.Hokwerdastrjitte?,Where is Eenvoudig pand onder zadeldak tussen topgevels?,Where is Eenvoudig pand onder zadeldak tussen topgevels located?,Building
0,The Villa Paloma is located on the Boulevard du Jardin-Exotique.,What is the name of the hotel located on the Boulevard du Jardin-Exotique?,Where is the Villa Paloma?,Where is the Villa Paloma located?,Building
0,Fort de Hollogne is part of the Fortified Position of Liège.,What is part of the Fortified Position of Liège?,What is Fort de Hollogne?,What is Fort de Hollogne part of?,Building
0,Wozownia is part of Zespół dworski.,What is part of Zespó<unk> dworski?,,Wozownia is part of what?,Building
0,The Mannschaftsgebäude is part of the Ehemals Militärgebäude.,What is the name of the building that is part of the Ehemals Militärgebäude?,What is the Mannschaftsgebäude?,What is the Mannschaftsgebäude part of?,Building
0,Turm is part of Ringmauer.,What is a part of Ringmauer?,What is Turm a part of?,What is Turm a part of?,Building
0,The Real Monasterio de Santo Tomás is part of the Old Town of Ávila with its Extra-Muros Churches.,What is part of the Old Town of <unk>vila?,,Where is the Real Monasterio de Santo Tomás located?,Building
0,Heuwinkel 9 is in the heritage monument list of Liste der Baudenkmäler in Passau.,What is on the heritage monument list of Passau?,What is Heuwinkel 9 on the list of Baudenkmäler in Passau?,What is Heuwinkel 9 on the heritage monument list?,Building
0,The Römische Villa Greinsfurth is in the heritage monument list of Cultural heritage monuments in Winklarn.,What is in the heritage monument list of Cultural heritage monuments in Winklarn?,What is the Römische Villa Greinsfurth on the list of Cultural heritage monuments in Winklarn?,What is the Römische Villa Greinsfurth in the heritage monument list?,Building
0,Schweinfurter Straße 4 is in the heritage monument list of Liste der Baudenkmäler in der nordwestlichen Außenstadt von Nürnberg.,What is on the heritage monument list of Liste der Baudenkmäler in der nordwestlichen Außenstadt von Nürnberg?,What is Schweinfurter Straße 4 on the list of Baudenkmäler in der nordwestlichen Außenstadt von Nürnberg?,What is Schweinfurter Straße 4 in the heritage monument list?,Building
0,Katholische Pfarrkirche St. Alban is in the heritage monument list of Liste der Baudenkmäler in Reut.,What is on the heritage monument list of Reut?,What is Katholische Pfarrkirche St. Alban on the list of Baudenkmäler in Reut?,What is the heritage monument list of?,Building
0,Wölckernstraße 19 is in the heritage monument list of Liste der Baudenkmäler in Nürnberg/Weiterer Innenstadtgürtel West Nord Ost.,What is on the heritage monument list of the city of Nürnberg?,,What is Wölckernstraße 19 in the heritage monument list?,Building
0,Walpurgisstraße is adjacent to Hauptbahnhof Nord.,What is adjacent to Hauptbahnhof Nord?,What is Walpurgisstraße?,Walpurgisstraße is adjacent to what?,Building
0,Peregrinastraße is adjacent to Sonnenberg.,What is adjacent to Sonnenberg?,What is Peregrinastraße?,Peregrinastraße is adjacent to what?,Building
0,Kamimaezu Station is adjacent to Higashi Betsuin Station.,What station is adjacent to Higashi Betsuin Station?,What is Kamimaezu Station?,What is the closest station to Kamimaezu Station?,Building
0,Mendelssohn-Bartholdy-Park is adjacent to Gleisdreieck.,What park is adjacent to Gleisdreieck?,What is the location of Mendelssohn-Bartholdy-Park?,Mendelssohn-Bartholdy-Park is adjacent to what?,Building
0,Hagiyama Station is adjacent to Ōmekaidō Station.,What station is adjacent to <unk>mekaid<unk> Station?,,What station is adjacent to Hagiyama Station?,Building
0,Parker's Electric Bioscope is located in Plaistow.,What is located in Plaistow?,Where is Parker's Electric Bioscope?,Where is Parker's Electric Bioscope located?,Building
0,Rumah Panggung is located in Bangka Belitung Islands.,What is the name of the island located in the Bangka Belitung Islands?,What is the location of Rumah Panggung?,Where is Rumah Panggung located?,Building
0,Huize Meerlo is located in Meerlo.,What is the name of the town in Meerlo?,What is the name of the city in which Huize Meerlo is located?,Where is Huize Meerlo located?,Building
0,Heeley Coliseum is located in Sheffield.,What is the name of the Coliseum located in Sheffield?,What is the location of the Heeley Coliseum?,Where is Heeley Coliseum located?,Building
0,Grad Rovišče is located in Rovišče.,What is the name of the town that is located in Rovi<unk>e?,,,Building
0,Rajagambiram Sub Post Office is owned by India Post.,What is the name of the post office owned by India Post?,Who owns Rajagambiram Sub Post Office?,Who owns the Rajagambiram Sub Post Office?,Building
0,Castle Fraser is owned by the National Trust for Scotland.,What is the name of the castle owned by the National Trust for Scotland?,Who owns Castle Fraser?,Who owns Castle Fraser?,Building
0,The Pipalva Branch Post Office is owned by India Post.,What is the name of the branch of India Post?,Who owns the Pipalva Branch Post Office?,Who owns the Pipalva Branch Post Office?,Building
0,The Kalpana Square Sub Post Office is owned by India Post.,What is the name of the post office owned by India Post?,Who owns the Kalpana Square Sub Post Office?,Who owns the Kalpana Square Sub Post Office?,Building
0,Bidoli Branch Post Office is owned by India Post.,What is the name of the branch of India Post?,Who owns the Bidoli Branch Post Office?,Who owns the Bidoli Branch Post Office?,Building
0,Chiesa di San Nicola was founded in 1961.,What was founded in 1961?,When was Chiesa di San Nicola founded?,When was Chiesa di San Nicola founded?,Building
0,The State Council Building was started in 1964.,What building was built in 1964?,When was the State Council Building built?,When was the State Council Building built?,Building
0,Casa detta dell'Abate was founded in the 15th century.,What was founded in the 15th century?,When was Casa detta dell'Abate founded?,When was Casa detta dell'Abate founded?,Building
0,Rectoria del monestir de Sant Daniel was founded in the 14th century.,What was founded in the 14th century?,When was the Rectoria del monestir de Sant Daniel founded?,When was the Rectoria del monestir de Sant Daniel founded?,Building
0,Wohnhaus (Hauptsteueramt; Hauptzollamt) Burgstraße 23 was founded in 1795.,What was founded in 1795?,When was Wohnhaus founded?,When was Wohnhaus founded?,Building
0,The postal code for the HDFC Bank Grain Marketkhanna branch is 141401.,What is the postal code for?,What is the 141401 for the HDFC Bank Grain Marketkhanna branch?,What is the postal code for the HDFC Bank Grain Marketkhanna branch?,Building
0,The postal code for Bahalda Branch Post Office is 757074.,What is the postal code for?,What is the Bahalda Branch Post Office's code?,What is the postal code for Bahalda Branch Post Office?,Building
0,"Canara Bank, Jaithpur Kalan Branch has the postal code 283114.",What bank has the postal code 283114?,What is the postal code of Canara Bank?,What is the postal code of Canara Bank?,Building
0,The Mortuary Chapel postal code is NP13 2AX.,What chapel is located in the city of New York?,What is the Mortuary Chapel's address?,What is the Mortuary Chapel postal code?,Building
0,"Bank Of Baroda, Jahanpur, Up branch has the postal code 242001.",What bank has the postal code 242001?,What is the branch code of Bank Of Baroda?,What is the postal code of the Bank Of Baroda branch?,Building
0,Five Houses Farmhouse Barn Wing has the OS grid reference NZ4418008354.,What is the name of the building that has the OS grid reference NZ4418008354?,What is the NZ4418008354?,What is the OS grid reference?,Building
0,Barn Circa 50 Metres South Of The Old House has the OS grid reference SP0457708617.,What has the OS grid reference SP0457708617?,What is the barn's reference?,What is the OS grid reference?,Building
0,"The OS grid reference for 50, 51 and 52, North Green is NZ1237920533.",What is the OS grid reference for?,What is the NZ1237920533?,,Building
0,"Passmore Edwards Free Library and former Redruth College, and boundary walls have an OS grid reference of SW7001941801.",What have an OS grid reference of SW7001941801?,What is the reference number for the boundary walls of the former Redruth College?,What is the OS grid reference for the boundary walls of the former Redruth College?,Building
